ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
BP	GO:0086003	cardiac muscle cell contraction	32	0.901625111574916	1.48377050277827	0.000736072135069237	0.0310524298047875	0.0270512966411059	794	tags=28%, list=7%, signal=26%	ENSG00000018625/ENSG00000096696/ENSG00000152661/ENSG00000171385/ENSG00000134755/ENSG00000006283/ENSG00000046604/ENSG00000166257/ENSG00000113448
BP	GO:0086009	membrane repolarization	23	0.925100854925239	1.52247477319421	0.000748763739013794	0.0313786552349622	0.0273354876348222	153	tags=13%, list=1%, signal=13%	ENSG00000018625/ENSG00000152661/ENSG00000171385
BP	GO:0034332	adherens junction organization	103	0.807043246556506	1.33242881321648	0.000771998456003088	0.0321395146683391	0.0279983096543502	1232	tags=23%, list=11%, signal=21%	ENSG00000044524/ENSG00000096696/ENSG00000157227/ENSG00000099250/ENSG00000081138/ENSG00000076826/ENSG00000064042/ENSG00000103647/ENSG00000179242/ENSG00000141376/ENSG00000112715/ENSG00000137801/ENSG00000140937/ENSG00000162706/ENSG00000140859/ENSG00000177707/ENSG00000110400/ENSG00000151208/ENSG00000133961/ENSG00000150394/ENSG00000166974/ENSG00000070759/ENSG00000184349/ENSG00000047648
BP	GO:0048675	axon extension	84	0.822745772360096	1.35733769168289	0.000783998432003136	0.0322807455650911	0.0281213428246028	863	tags=24%, list=7%, signal=22%	ENSG00000187122/ENSG00000170017/ENSG00000099250/ENSG00000167178/ENSG00000130558/ENSG00000163623/ENSG00000001617/ENSG00000184347/ENSG00000082684/ENSG00000221866/ENSG00000179242/ENSG00000140538/ENSG00000112715/ENSG00000065320/ENSG00000124486/ENSG00000186868/ENSG00000198910/ENSG00000162490/ENSG00000145147/ENSG00000108379
BP	GO:0051926	negative regulation of calcium ion transport	28	0.910826715214412	1.49875855582266	0.000792213897752393	0.0322807455650911	0.0281213428246028	193	tags=14%, list=2%, signal=14%	ENSG00000018625/ENSG00000105997/ENSG00000165912/ENSG00000148834
BP	GO:0045665	negative regulation of neuron differentiation	141	0.784014175853942	1.29593996844047	0.000797998404003192	0.0322807455650911	0.0281213428246028	1079	tags=26%, list=9%, signal=24%	ENSG00000007372/ENSG00000138136/ENSG00000099250/ENSG00000109132/ENSG00000188906/ENSG00000139352/ENSG00000135144/ENSG00000114315/ENSG00000184144/ENSG00000177508/ENSG00000107104/ENSG00000182175/ENSG00000197921/ENSG00000064300/ENSG00000152377/ENSG00000134595/ENSG00000198719/ENSG00000007944/ENSG00000065320/ENSG00000135333/ENSG00000125266/ENSG00000169783/ENSG00000115993/ENSG00000116106/ENSG00000113657/ENSG00000162490/ENSG00000183762/ENSG00000133216/ENSG00000198121/ENSG00000145147/ENSG00000084093/ENSG00000108379/ENSG00000150764/ENSG00000142453/ENSG00000105996/ENSG00000198597/ENSG00000083290
MF	GO:0019199	transmembrane receptor protein kinase activity	43	0.877859180775072	1.44513883920659	0.000802001604003208	0.0322807455650911	0.0281213428246028	892	tags=42%, list=8%, signal=39%	ENSG00000044524/ENSG00000068078/ENSG00000066468/ENSG00000099250/ENSG00000178568/ENSG00000138696/ENSG00000146648/ENSG00000182580/ENSG00000140538/ENSG00000135333/ENSG00000037280/ENSG00000148053/ENSG00000116106/ENSG00000133216/ENSG00000127418/ENSG00000171094/ENSG00000113721/ENSG00000142627
MF	GO:0005201	extracellular matrix structural constituent	56	0.85559278899582	1.40962519230248	0.000803998392003216	0.0322807455650911	0.0281213428246028	1078	tags=43%, list=9%, signal=39%	ENSG00000196569/ENSG00000262655/ENSG00000091136/ENSG00000163520/ENSG00000142173/ENSG00000130635/ENSG00000143341/ENSG00000011201/ENSG00000087303/ENSG00000187720/ENSG00000166147/ENSG00000077942/ENSG00000197565/ENSG00000137801/ENSG00000186340/ENSG00000113140/ENSG00000138080/ENSG00000139219/ENSG00000114270/ENSG00000135862/ENSG00000112280/ENSG00000143367/ENSG00000187955/ENSG00000115414
BP	GO:0042391	regulation of membrane potential	204	0.758002462456299	1.25494172944693	0.000805998388003224	0.0322807455650911	0.0281213428246028	1249	tags=20%, list=11%, signal=18%	ENSG00000018625/ENSG00000096696/ENSG00000188906/ENSG00000163377/ENSG00000152661/ENSG00000105143/ENSG00000171385/ENSG00000154764/ENSG00000166206/ENSG00000183023/ENSG00000134755/ENSG00000102466/ENSG00000006283/ENSG00000176406/ENSG00000213719/ENSG00000101098/ENSG00000140538/ENSG00000186868/ENSG00000118432/ENSG00000158445/ENSG00000148053/ENSG00000175701/ENSG00000205363/ENSG00000120053/ENSG00000046604/ENSG00000101986/ENSG00000101489/ENSG00000166257/ENSG00000079841/ENSG00000160716/ENSG00000112992/ENSG00000111249/ENSG00000155511/ENSG00000179915/ENSG00000148408/ENSG00000163873/ENSG00000132535/ENSG00000084073/ENSG00000173221/ENSG00000146938/ENSG00000141682
BP	GO:0061138	morphogenesis of a branching epithelium	95	0.812537347752473	1.341104099867	0.000817998364003272	0.0325553059585705	0.0283605258674951	539	tags=15%, list=5%, signal=14%	ENSG00000244405/ENSG00000075223/ENSG00000066468/ENSG00000157227/ENSG00000099250/ENSG00000205213/ENSG00000168505/ENSG00000070193/ENSG00000136158/ENSG00000196159/ENSG00000004399/ENSG00000120149/ENSG00000112715/ENSG00000074047
BP	GO:0003205	cardiac chamber development	103	0.806181002633507	1.33100524805819	0.000835998328003344	0.0330637338725323	0.0288034423931152	793	tags=19%, list=7%, signal=18%	ENSG00000096696/ENSG00000075223/ENSG00000066468/ENSG00000099250/ENSG00000162496/ENSG00000137868/ENSG00000114315/ENSG00000082482/ENSG00000081479/ENSG00000184347/ENSG00000004399/ENSG00000120149/ENSG00000077092/ENSG00000173706/ENSG00000185008/ENSG00000164683/ENSG00000164983/ENSG00000145423/ENSG00000145147/ENSG00000127418
BP	GO:0098773	skin epidermis development	49	0.8658453843956	1.4258832811986	0.0008499983000034	0.0334086288349162	0.0291038973332318	369	tags=24%, list=3%, signal=24%	ENSG00000115461/ENSG00000066468/ENSG00000134363/ENSG00000205213/ENSG00000070193/ENSG00000139292/ENSG00000164930/ENSG00000127863/ENSG00000169744/ENSG00000198719/ENSG00000146648/ENSG00000120149
BP	GO:0006937	regulation of muscle contraction	72	0.832781411892571	1.37312680768964	0.000913998172003656	0.0356386035694186	0.0310465378423457	800	tags=17%, list=7%, signal=16%	ENSG00000018625/ENSG00000096696/ENSG00000148834/ENSG00000130528/ENSG00000183023/ENSG00000134755/ENSG00000100604/ENSG00000185532/ENSG00000176170/ENSG00000046604/ENSG00000113448/ENSG00000180616
BP	GO:0060538	skeletal muscle organ development	82	0.822374709315401	1.35662808244227	0.000917998164003672	0.0356386035694186	0.0310465378423457	380	tags=13%, list=3%, signal=13%	ENSG00000145794/ENSG00000196092/ENSG00000009709/ENSG00000196218/ENSG00000109132/ENSG00000128573/ENSG00000137868/ENSG00000133424/ENSG00000064309/ENSG00000198719/ENSG00000185551
BP	GO:0003206	cardiac chamber morphogenesis	68	0.837668831353769	1.38090825237015	0.000941998116003768	0.036198614716683	0.0315343910558368	793	tags=24%, list=7%, signal=22%	ENSG00000096696/ENSG00000075223/ENSG00000066468/ENSG00000099250/ENSG00000162496/ENSG00000114315/ENSG00000081479/ENSG00000184347/ENSG00000120149/ENSG00000077092/ENSG00000173706/ENSG00000185008/ENSG00000164683/ENSG00000145423/ENSG00000145147/ENSG00000127418
MF	GO:0030545	receptor regulator activity	96	0.810170168635796	1.33720476372123	0.000945998108003784	0.036198614716683	0.0315343910558368	574	tags=26%, list=5%, signal=25%	ENSG00000113739/ENSG00000134363/ENSG00000163273/ENSG00000150551/ENSG00000163377/ENSG00000070193/ENSG00000153162/ENSG00000114646/ENSG00000125726/ENSG00000154764/ENSG00000001617/ENSG00000180875/ENSG00000089199/ENSG00000102466/ENSG00000102265/ENSG00000166147/ENSG00000093072/ENSG00000125657/ENSG00000112715/ENSG00000049130/ENSG00000171951/ENSG00000125848/ENSG00000186868/ENSG00000135333/ENSG00000145431
BP	GO:0086065	cell communication involved in cardiac conduction	32	0.898111821154958	1.47798881299844	0.000960094089220744	0.036198614716683	0.0315343910558368	794	tags=31%, list=7%, signal=29%	ENSG00000018625/ENSG00000096696/ENSG00000152661/ENSG00000130528/ENSG00000183023/ENSG00000134755/ENSG00000006283/ENSG00000046604/ENSG00000166257/ENSG00000113448
BP	GO:0008037	cell recognition	58	0.849628467194376	1.39998652230268	0.000965998068003864	0.036198614716683	0.0315343910558368	708	tags=22%, list=6%, signal=21%	ENSG00000044524/ENSG00000145794/ENSG00000154134/ENSG00000099250/ENSG00000010278/ENSG00000184144/ENSG00000182580/ENSG00000185008/ENSG00000174469/ENSG00000181790/ENSG00000118432/ENSG00000116106/ENSG00000133216
BP	GO:0014808	release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	19	0.934689899196857	1.53722688807909	0.000966745557382968	0.036198614716683	0.0315343910558368	278	tags=26%, list=2%, signal=26%	ENSG00000018625/ENSG00000196218/ENSG00000148834/ENSG00000130528/ENSG00000183023
BP	GO:1903514	release of sequestered calcium ion into cytosol by endoplasmic reticulum	19	0.934689899196857	1.53722688807909	0.000966745557382968	0.036198614716683	0.0315343910558368	278	tags=26%, list=2%, signal=26%	ENSG00000018625/ENSG00000196218/ENSG00000148834/ENSG00000130528/ENSG00000183023
BP	GO:0001503	ossification	224	0.74953775936682	1.2414791497137	0.000977998044003912	0.036404538955628	0.0317137817736748	1203	tags=21%, list=10%, signal=19%	ENSG00000068078/ENSG00000115461/ENSG00000169071/ENSG00000196218/ENSG00000066468/ENSG00000157227/ENSG00000205213/ENSG00000163273/ENSG00000162496/ENSG00000152661/ENSG00000172201/ENSG00000153162/ENSG00000138696/ENSG00000198732/ENSG00000196159/ENSG00000183023/ENSG00000170989/ENSG00000146648/ENSG00000213719/ENSG00000120149/ENSG00000117318/ENSG00000101938/ENSG00000113140/ENSG00000074047/ENSG00000109906/ENSG00000162551/ENSG00000140937/ENSG00000139219/ENSG00000087245/ENSG00000187608/ENSG00000183762/ENSG00000145423/ENSG00000111087/ENSG00000084093/ENSG00000108379/ENSG00000142627/ENSG00000103489/ENSG00000143367/ENSG00000105996/ENSG00000177706/ENSG00000170468/ENSG00000134352/ENSG00000084073/ENSG00000183684/ENSG00000138386/ENSG00000148400/ENSG00000102678
BP	GO:0006836	neurotransmitter transport	142	0.780106469468133	1.28949882367999	0.00100399799200402	0.0371487662931998	0.0323621147577163	1196	tags=27%, list=10%, signal=25%	ENSG00000018625/ENSG00000188906/ENSG00000105143/ENSG00000132872/ENSG00000114646/ENSG00000011347/ENSG00000154764/ENSG00000005379/ENSG00000007516/ENSG00000176406/ENSG00000130477/ENSG00000110076/ENSG00000079215/ENSG00000169213/ENSG00000101098/ENSG00000180176/ENSG00000118432/ENSG00000100505/ENSG00000272636/ENSG00000067715/ENSG00000102003/ENSG00000110436/ENSG00000139220/ENSG00000004864/ENSG00000079841/ENSG00000133107/ENSG00000081803/ENSG00000160716/ENSG00000132639/ENSG00000047579/ENSG00000179915/ENSG00000101180/ENSG00000166900/ENSG00000101298/ENSG00000148408/ENSG00000003147/ENSG00000163618/ENSG00000196839/ENSG00000130821
MF	GO:0031420	alkali metal ion binding	10	0.968208910604874	1.57338071040749	0.00100973258571908	0.0371487662931998	0.0323621147577163	1	tags=10%, list=0%, signal=10%	ENSG00000018625
BP	GO:0010881	regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion	14	0.951684565972083	1.56076206176055	0.00103254851563573	0.0377685954158551	0.032902078347334	278	tags=29%, list=2%, signal=28%	ENSG00000018625/ENSG00000148834/ENSG00000130528/ENSG00000183023
MF	GO:0004713	protein tyrosine kinase activity	80	0.822581059416539	1.35680103938174	0.0010739978520043	0.0390589563648459	0.0340261751418421	1058	tags=25%, list=9%, signal=23%	ENSG00000044524/ENSG00000068078/ENSG00000066468/ENSG00000099250/ENSG00000178568/ENSG00000146648/ENSG00000182580/ENSG00000140538/ENSG00000137764/ENSG00000135333/ENSG00000037280/ENSG00000148053/ENSG00000116106/ENSG00000133216/ENSG00000127418/ENSG00000171094/ENSG00000113721/ENSG00000142627/ENSG00000167601/ENSG00000150938
BP	GO:0007548	sex differentiation	164	0.76854793305543	1.27120836275332	0.00108799782400435	0.0392094359711123	0.0341572653171726	1303	tags=23%, list=11%, signal=20%	ENSG00000169071/ENSG00000157227/ENSG00000205213/ENSG00000176842/ENSG00000152661/ENSG00000070193/ENSG00000137868/ENSG00000136943/ENSG00000153162/ENSG00000126733/ENSG00000154764/ENSG00000138696/ENSG00000054356/ENSG00000081479/ENSG00000184347/ENSG00000145685/ENSG00000100918/ENSG00000112715/ENSG00000049130/ENSG00000185008/ENSG00000110092/ENSG00000102230/ENSG00000123131/ENSG00000180530/ENSG00000145423/ENSG00000145147/ENSG00000163659/ENSG00000130254/ENSG00000163661/ENSG00000113721/ENSG00000167601/ENSG00000169083/ENSG00000128564/ENSG00000013619/ENSG00000102678/ENSG00000185630/ENSG00000118689
BP	GO:0043576	regulation of respiratory gaseous exchange	15	0.947331156643197	1.55483570858762	0.00109052792840009	0.0392094359711123	0.0341572653171726	349	tags=20%, list=3%, signal=19%	ENSG00000018625/ENSG00000109132/ENSG00000165462
BP	GO:0060627	regulation of vesicle-mediated transport	305	0.72945241041128	1.20982774927709	0.00112799774400451	0.0399366312378486	0.0347907608278351	1160	tags=16%, list=10%, signal=15%	ENSG00000044524/ENSG00000180447/ENSG00000099250/ENSG00000188906/ENSG00000179348/ENSG00000132872/ENSG00000165912/ENSG00000145920/ENSG00000114646/ENSG00000091428/ENSG00000011347/ENSG00000154764/ENSG00000198794/ENSG00000198719/ENSG00000007516/ENSG00000176406/ENSG00000103154/ENSG00000077238/ENSG00000182718/ENSG00000101098/ENSG00000112715/ENSG00000118432/ENSG00000125266/ENSG00000158445/ENSG00000100505/ENSG00000105514/ENSG00000272636/ENSG00000176170/ENSG00000067715/ENSG00000157978/ENSG00000102003/ENSG00000103966/ENSG00000081803/ENSG00000160716/ENSG00000168818/ENSG00000084093/ENSG00000163661/ENSG00000137642/ENSG00000146006/ENSG00000047579/ENSG00000167601/ENSG00000168461/ENSG00000123595/ENSG00000186480/ENSG00000133961/ENSG00000132535/ENSG00000103034/ENSG00000164402/ENSG00000198053
BP	GO:0009611	response to wounding	340	0.723328167044154	1.20031775508994	0.00113599772800454	0.0399366312378486	0.0347907608278351	733	tags=16%, list=6%, signal=15%	ENSG00000161638/ENSG00000009709/ENSG00000007372/ENSG00000066468/ENSG00000099250/ENSG00000179348/ENSG00000173376/ENSG00000152661/ENSG00000178568/ENSG00000070193/ENSG00000010278/ENSG00000140873/ENSG00000164930/ENSG00000107104/ENSG00000011347/ENSG00000154764/ENSG00000130635/ENSG00000184500/ENSG00000182175/ENSG00000103175/ENSG00000133424/ENSG00000196562/ENSG00000147251/ENSG00000082482/ENSG00000102265/ENSG00000111186/ENSG00000144668/ENSG00000146648/ENSG00000213719/ENSG00000120149/ENSG00000079215/ENSG00000077942/ENSG00000117318/ENSG00000140538/ENSG00000185532/ENSG00000137801/ENSG00000125848/ENSG00000113140/ENSG00000124762/ENSG00000148180/ENSG00000188313/ENSG00000228716/ENSG00000162493/ENSG00000159307/ENSG00000124193/ENSG00000116106/ENSG00000113657/ENSG00000110436/ENSG00000171160/ENSG00000183762/ENSG00000065675/ENSG00000275379/ENSG00000111087
BP	GO:0051893	regulation of focal adhesion assembly	46	0.866549597015535	1.42681930846381	0.00113599772800454	0.0399366312378486	0.0347907608278351	492	tags=17%, list=4%, signal=17%	ENSG00000044524/ENSG00000157227/ENSG00000099250/ENSG00000076826/ENSG00000064042/ENSG00000141376/ENSG00000112715/ENSG00000137801
BP	GO:0090109	regulation of cell-substrate junction assembly	46	0.866549597015535	1.42681930846381	0.00113599772800454	0.0399366312378486	0.0347907608278351	492	tags=17%, list=4%, signal=17%	ENSG00000044524/ENSG00000157227/ENSG00000099250/ENSG00000076826/ENSG00000064042/ENSG00000141376/ENSG00000112715/ENSG00000137801
CC	GO:0014704	intercalated disc	30	0.900965330935265	1.48256366652883	0.00114420137944278	0.0400027973984195	0.0348484014198421	709	tags=27%, list=6%, signal=25%	ENSG00000018625/ENSG00000096696/ENSG00000152661/ENSG00000183023/ENSG00000134755/ENSG00000136531/ENSG00000164983/ENSG00000046604
BP	GO:0001944	vasculature development	384	0.715818753487337	1.18844596848927	0.00116599766800466	0.0405408419952391	0.0353171184924258	1882	tags=28%, list=16%, signal=24%	ENSG00000075223/ENSG00000161638/ENSG00000007372/ENSG00000066468/ENSG00000157227/ENSG00000099250/ENSG00000144476/ENSG00000105997/ENSG00000179348/ENSG00000173376/ENSG00000152661/ENSG00000168505/ENSG00000070193/ENSG00000137868/ENSG00000105855/ENSG00000114315/ENSG00000136158/ENSG00000133121/ENSG00000154764/ENSG00000130635/ENSG00000008196/ENSG00000064300/ENSG00000130066/ENSG00000198719/ENSG00000170989/ENSG00000081479/ENSG00000004399/ENSG00000141376/ENSG00000185551/ENSG00000182718/ENSG00000173706/ENSG00000124212/ENSG00000182580/ENSG00000112715/ENSG00000101445/ENSG00000163638/ENSG00000137764/ENSG00000185008/ENSG00000171951/ENSG00000148848/ENSG00000137801/ENSG00000186340/ENSG00000181790/ENSG00000164683/ENSG00000113140/ENSG00000125266/ENSG00000162493/ENSG00000138080/ENSG00000037280/ENSG00000124440/ENSG00000148053/ENSG00000173482/ENSG00000176170/ENSG00000087245/ENSG00000133216/ENSG00000145423/ENSG00000129038/ENSG00000116977/ENSG00000145147/ENSG00000160691/ENSG00000163659/ENSG00000113721/ENSG00000142627/ENSG00000044090/ENSG00000134013/ENSG00000130669/ENSG00000115414/ENSG00000168610/ENSG00000136960/ENSG00000143995/ENSG00000148400/ENSG00000102678/ENSG00000165240/ENSG00000108840/ENSG00000099139/ENSG00000007968/ENSG00000107731/ENSG00000092421/ENSG00000184481/ENSG00000188064/ENSG00000106211/ENSG00000069869/ENSG00000186642/ENSG00000074219/ENSG00000116678/ENSG00000213853/ENSG00000205336/ENSG00000173821/ENSG00000184557/ENSG00000184304/ENSG00000157404/ENSG00000126016/ENSG00000170365/ENSG00000061273/ENSG00000076706/ENSG00000116285/ENSG00000118257/ENSG00000120616/ENSG00000154229/ENSG00000164307/ENSG00000106025/ENSG00000065534/ENSG00000005108/ENSG00000132386/ENSG00000129173/ENSG00000121879
BP	GO:0001942	hair follicle development	48	0.861921827353633	1.41934283088288	0.00120799758400483	0.0415358318219534	0.0361839029961358	369	tags=23%, list=3%, signal=22%	ENSG00000115461/ENSG00000066468/ENSG00000134363/ENSG00000205213/ENSG00000070193/ENSG00000139292/ENSG00000164930/ENSG00000127863/ENSG00000169744/ENSG00000146648/ENSG00000120149
BP	GO:0071363	cellular response to growth factor stimulus	415	0.711171501674505	1.18111081542607	0.00121199757600485	0.0415358318219534	0.0361839029961358	888	tags=15%, list=8%, signal=14%	ENSG00000068078/ENSG00000161638/ENSG00000169071/ENSG00000066468/ENSG00000180447/ENSG00000099250/ENSG00000109132/ENSG00000021826/ENSG00000204389/ENSG00000178568/ENSG00000070193/ENSG00000114315/ENSG00000136158/ENSG00000153162/ENSG00000154764/ENSG00000008196/ENSG00000138696/ENSG00000196159/ENSG00000196562/ENSG00000082781/ENSG00000180875/ENSG00000151388/ENSG00000163132/ENSG00000197921/ENSG00000011201/ENSG00000064300/ENSG00000198719/ENSG00000081479/ENSG00000146648/ENSG00000120149/ENSG00000166147/ENSG00000120693/ENSG00000101134/ENSG00000140538/ENSG00000180176/ENSG00000112715/ENSG00000156140/ENSG00000140479/ENSG00000197415/ENSG00000124486/ENSG00000101938/ENSG00000137764/ENSG00000137801/ENSG00000125848/ENSG00000186868/ENSG00000113140/ENSG00000138080/ENSG00000037280/ENSG00000148053/ENSG00000176170/ENSG00000109819/ENSG00000139219/ENSG00000120053/ENSG00000145423/ENSG00000103966/ENSG00000145147/ENSG00000127418/ENSG00000160691/ENSG00000063660/ENSG00000113721/ENSG00000158769
MF	GO:0008289	lipid binding	367	0.717949768965441	1.19175313544786	0.00122199755600489	0.0415358318219534	0.0361839029961358	994	tags=15%, list=8%, signal=14%	ENSG00000018625/ENSG00000175356/ENSG00000137501/ENSG00000021826/ENSG00000143858/ENSG00000176842/ENSG00000132872/ENSG00000165912/ENSG00000160179/ENSG00000137868/ENSG00000114115/ENSG00000133121/ENSG00000011347/ENSG00000177182/ENSG00000165566/ENSG00000100344/ENSG00000124126/ENSG00000147145/ENSG00000170989/ENSG00000007516/ENSG00000130477/ENSG00000168994/ENSG00000185551/ENSG00000182621/ENSG00000182718/ENSG00000117318/ENSG00000059915/ENSG00000196482/ENSG00000137801/ENSG00000181790/ENSG00000186868/ENSG00000052126/ENSG00000272636/ENSG00000176170/ENSG00000143320/ENSG00000067715/ENSG00000186635/ENSG00000157978/ENSG00000102003/ENSG00000023171/ENSG00000198121/ENSG00000156299/ENSG00000138823/ENSG00000081803/ENSG00000160691/ENSG00000197043/ENSG00000169499/ENSG00000168297/ENSG00000175445/ENSG00000107957/ENSG00000186684/ENSG00000167601/ENSG00000166900/ENSG00000115762
BP	GO:0045926	negative regulation of growth	144	0.776098828623198	1.28295665882438	0.00122999754000492	0.0415358318219534	0.0361839029961358	1266	tags=20%, list=11%, signal=18%	ENSG00000113739/ENSG00000068078/ENSG00000162998/ENSG00000115461/ENSG00000099250/ENSG00000214548/ENSG00000204389/ENSG00000152661/ENSG00000120833/ENSG00000103175/ENSG00000163132/ENSG00000082482/ENSG00000184347/ENSG00000204388/ENSG00000065320/ENSG00000124762/ENSG00000135333/ENSG00000162490/ENSG00000145423/ENSG00000145147/ENSG00000108379/ENSG00000083290/ENSG00000168243/ENSG00000080503/ENSG00000143995/ENSG00000148400/ENSG00000008083/ENSG00000185386/ENSG00000113645
BP	GO:0060485	mesenchyme development	143	0.776555412745059	1.28368024120153	0.00123399753200494	0.0415358318219534	0.0361839029961358	1219	tags=22%, list=10%, signal=20%	ENSG00000044524/ENSG00000075223/ENSG00000162998/ENSG00000066468/ENSG00000099250/ENSG00000109132/ENSG00000130558/ENSG00000168505/ENSG00000178568/ENSG00000070193/ENSG00000114315/ENSG00000001617/ENSG00000163132/ENSG00000090932/ENSG00000120149/ENSG00000049130/ENSG00000185008/ENSG00000164683/ENSG00000162493/ENSG00000112183/ENSG00000145423/ENSG00000156299/ENSG00000113721/ENSG00000044090/ENSG00000134013/ENSG00000151208/ENSG00000115414/ENSG00000169554/ENSG00000148400/ENSG00000102678/ENSG00000157168
BP	GO:0072358	cardiovascular system development	391	0.714538400466026	1.18642411618241	0.00123399753200494	0.0415358318219534	0.0361839029961358	1979	tags=29%, list=17%, signal=25%	ENSG00000075223/ENSG00000161638/ENSG00000007372/ENSG00000066468/ENSG00000157227/ENSG00000099250/ENSG00000144476/ENSG00000105997/ENSG00000179348/ENSG00000173376/ENSG00000152661/ENSG00000168505/ENSG00000070193/ENSG00000137868/ENSG00000105855/ENSG00000114315/ENSG00000136158/ENSG00000133121/ENSG00000154764/ENSG00000130635/ENSG00000008196/ENSG00000064300/ENSG00000130066/ENSG00000198719/ENSG00000170989/ENSG00000081479/ENSG00000004399/ENSG00000141376/ENSG00000185551/ENSG00000182718/ENSG00000173706/ENSG00000124212/ENSG00000182580/ENSG00000112715/ENSG00000101445/ENSG00000163638/ENSG00000137764/ENSG00000185008/ENSG00000171951/ENSG00000148848/ENSG00000137801/ENSG00000186340/ENSG00000181790/ENSG00000164683/ENSG00000113140/ENSG00000125266/ENSG00000162493/ENSG00000138080/ENSG00000037280/ENSG00000124440/ENSG00000148053/ENSG00000173482/ENSG00000176170/ENSG00000087245/ENSG00000133216/ENSG00000145423/ENSG00000129038/ENSG00000116977/ENSG00000145147/ENSG00000160691/ENSG00000163659/ENSG00000113721/ENSG00000142627/ENSG00000044090/ENSG00000134013/ENSG00000130669/ENSG00000115414/ENSG00000168610/ENSG00000136960/ENSG00000143995/ENSG00000148400/ENSG00000102678/ENSG00000165240/ENSG00000108840/ENSG00000099139/ENSG00000007968/ENSG00000107731/ENSG00000092421/ENSG00000184481/ENSG00000188064/ENSG00000106211/ENSG00000069869/ENSG00000186642/ENSG00000074219/ENSG00000116678/ENSG00000213853/ENSG00000205336/ENSG00000173821/ENSG00000184557/ENSG00000184304/ENSG00000157404/ENSG00000126016/ENSG00000170365/ENSG00000061273/ENSG00000076706/ENSG00000116285/ENSG00000118257/ENSG00000120616/ENSG00000154229/ENSG00000164307/ENSG00000106025/ENSG00000065534/ENSG00000005108/ENSG00000132386/ENSG00000129173/ENSG00000121879/ENSG00000197702/ENSG00000142871/ENSG00000169855/ENSG00000167693/ENSG00000103811/ENSG00000157483
BP	GO:0022404	molting cycle process	50	0.858236664396177	1.41340199476322	0.0012739974520051	0.0421206657586685	0.0366933805606073	369	tags=22%, list=3%, signal=21%	ENSG00000115461/ENSG00000066468/ENSG00000134363/ENSG00000205213/ENSG00000070193/ENSG00000139292/ENSG00000164930/ENSG00000127863/ENSG00000169744/ENSG00000146648/ENSG00000120149
BP	GO:0022405	hair cycle process	50	0.858236664396177	1.41340199476322	0.0012739974520051	0.0421206657586685	0.0366933805606073	369	tags=22%, list=3%, signal=21%	ENSG00000115461/ENSG00000066468/ENSG00000134363/ENSG00000205213/ENSG00000070193/ENSG00000139292/ENSG00000164930/ENSG00000127863/ENSG00000169744/ENSG00000146648/ENSG00000120149
BP	GO:0030534	adult behavior	81	0.819482605681424	1.35172208085685	0.0012759974480051	0.0421206657586685	0.0366933805606073	841	tags=16%, list=7%, signal=15%	ENSG00000018625/ENSG00000152977/ENSG00000134121/ENSG00000196092/ENSG00000118946/ENSG00000184144/ENSG00000110076/ENSG00000178235/ENSG00000174469/ENSG00000116106/ENSG00000110436/ENSG00000160716/ENSG00000171094
BP	GO:0021700	developmental maturation	150	0.77330202225043	1.27856375588372	0.00127799744400511	0.0421206657586685	0.0366933805606073	1099	tags=23%, list=9%, signal=21%	ENSG00000068078/ENSG00000196218/ENSG00000188906/ENSG00000179348/ENSG00000163273/ENSG00000176842/ENSG00000152661/ENSG00000139352/ENSG00000132872/ENSG00000114315/ENSG00000184144/ENSG00000163623/ENSG00000196159/ENSG00000054356/ENSG00000197921/ENSG00000170989/ENSG00000007516/ENSG00000120149/ENSG00000131094/ENSG00000100918/ENSG00000124098/ENSG00000112715/ENSG00000174469/ENSG00000124762/ENSG00000102003/ENSG00000087245/ENSG00000118508/ENSG00000103489/ENSG00000179915/ENSG00000167601/ENSG00000177706/ENSG00000277586/ENSG00000132535/ENSG00000087586
BP	GO:0021515	cell differentiation in spinal cord	27	0.906833802503788	1.49232338665111	0.00128848189222769	0.0422461834923153	0.0368027252227784	678	tags=48%, list=6%, signal=45%	ENSG00000009709/ENSG00000007372/ENSG00000138136/ENSG00000179348/ENSG00000148826/ENSG00000139352/ENSG00000169840/ENSG00000163623/ENSG00000182968/ENSG00000165462/ENSG00000074047/ENSG00000162490/ENSG00000112139
